line,band_idx,svg_x,mile_from_terminal,abs_mile,carrier,score,has_reception
4,3,675,13.147,12.232,sprint,0.0,False
4,3,680,13.252,12.337,att,0.0,False
4,3,680,13.252,12.337,tmobile,0.0,False
4,3,680,13.252,12.337,verizon,0.0,False
4,3,680,13.252,12.337,sprint,0.04,True
4,3,685,13.356,12.441,att,0.0,False
4,3,685,13.356,12.441,tmobile,0.0,False
4,3,685,13.356,12.441,verizon,0.0,False
4,3,685,13.356,12.441,sprint,0.0,False
4,3,690,13.46,12.546,att,0.0,False
4,3,690,13.46,12.546,tmobile,0.0,False
4,3,690,13.46,12.546,verizon,0.0,False
4,3,690,13.46,12.546,sprint,0.0,False
4,3,695,13.565,12.65,att,0.0,False
4,3,695,13.565,12.65,tmobile,0.0,False
4,3,695,13.565,12.65,verizon,0.0,False
4,3,695,13.565,12.65,sprint,0.0,False
4,3,700,13.669,12.754,att,0.0,False
4,3,700,13.669,12.754,tmobile,0.0,False
4,3,700,13.669,12.754,verizon,0.0,False
4,3,700,13.669,12.754,sprint,0.0,False
4,3,705,13.773,12.859,att,0.0,False
4,3,705,13.773,12.859,tmobile,0.0,False
4,3,705,13.773,12.859,verizon,0.0,False
4,3,705,13.773,12.859,sprint,0.0,False
4,3,710,13.878,12.963,att,0.0,False
4,3,710,13.878,12.963,tmobile,0.24,True
4,3,710,13.878,12.963,verizon,0.08,True
4,3,710,13.878,12.963,sprint,0.0,False
4,3,715,13.982,13.067,att,0.04,True
4,3,715,13.982,13.067,tmobile,0.08,True
4,3,715,13.982,13.067,verizon,0.0,False
4,3,715,13.982,13.067,sprint,0.0,False
4,3,720,14.086,13.172,att,0.0,False
4,3,720,14.086,13.172,tmobile,0.0,False
4,3,720,14.086,13.172,verizon,0.0,False
4,3,720,14.086,13.172,sprint,0.0,False
4,3,725,14.191,13.276,att,0.0,False
4,3,725,14.191,13.276,tmobile,0.0,False
4,3,725,14.191,13.276,verizon,0.12,True
4,3,725,14.191,13.276,sprint,0.0,False
4,3,730,14.295,13.38,att,0.0,False
4,3,730,14.295,13.38,tmobile,0.0,False
4,3,730,14.295,13.38,verizon,0.0,False
4,3,730,14.295,13.38,sprint,0.0,False
4,3,735,14.399,13.485,att,0.0,False
4,3,735,14.399,13.485,tmobile,0.0,False
4,3,735,14.399,13.485,verizon,0.0,False
4,3,735,14.399,13.485,sprint,0.0,False
4,3,740,14.504,13.589,att,0.0,False
4,3,740,14.504,13.589,tmobile,0.0,False
4,3,740,14.504,13.589,verizon,0.0,False
4,3,740,14.504,13.589,sprint,0.0,False
4,3,745,14.608,13.693,att,0.04,True
4,3,745,14.608,13.693,tmobile,0.0,False
4,3,745,14.608,13.693,verizon,0.0,False
4,3,745,14.608,13.693,sprint,0.32,True
4,3,750,14.713,13.798,att,0.0,False
4,3,750,14.713,13.798,tmobile,0.0,False
4,3,750,14.713,13.798,verizon,0.0,False
4,3,750,14.713,13.798,sprint,0.08,True
4,3,755,14.817,13.902,att,0.0,False
4,3,755,14.817,13.902,tmobile,0.0,False
4,3,755,14.817,13.902,verizon,0.0,False
4,3,755,14.817,13.902,sprint,0.0,False
4,3,760,14.921,14.006,att,0.0,False
4,3,760,14.921,14.006,tmobile,0.0,False
4,3,760,14.921,14.006,verizon,0.12,True
4,3,760,14.921,14.006,sprint,0.0,False
4,3,765,15.026,14.111,att,0.0,False
4,3,765,15.026,14.111,tmobile,0.0,False
4,3,765,15.026,14.111,verizon,0.24,True
4,3,765,15.026,14.111,sprint,0.0,False
4,3,770,15.13,14.215,att,0.0,False
4,3,770,15.13,14.215,tmobile,0.0,False
4,3,770,15.13,14.215,verizon,0.44,True
4,3,770,15.13,14.215,sprint,0.0,False
4,3,775,15.234,14.319,att,0.0,False
4,3,775,15.234,14.319,tmobile,0.0,False
4,3,775,15.234,14.319,verizon,0.0,False
4,3,775,15.234,14.319,sprint,0.08,True
4,3,780,15.339,14.424,att,0.0,False
4,3,780,15.339,14.424,tmobile,0.0,False
4,3,780,15.339,14.424,verizon,0.0,False
4,3,780,15.339,14.424,sprint,0.0,False
4,3,785,15.443,14.528,att,0.0,False
4,3,785,15.443,14.528,tmobile,0.0,False
4,3,785,15.443,14.528,verizon,0.0,False
4,3,785,15.443,14.528,sprint,0.0,False
4,3,790,15.547,14.632,att,0.0,False
4,3,790,15.547,14.632,tmobile,0.0,False
4,3,790,15.547,14.632,verizon,0.04,True
4,3,790,15.547,14.632,sprint,0.16,True
4,3,795,15.652,14.737,att,0.0,False
4,3,795,15.652,14.737,tmobile,0.0,False
4,3,795,15.652,14.737,verizon,0.0,False
4,3,795,15.652,14.737,sprint,0.04,True
4,3,800,15.756,14.841,att,0.0,False
4,3,800,15.756,14.841,tmobile,0.0,False
4,3,800,15.756,14.841,verizon,0.0,False
4,3,800,15.756,14.841,sprint,0.0,False
4,3,805,15.86,14.945,att,0.0,False
4,3,805,15.86,14.945,tmobile,0.0,False
4,3,805,15.86,14.945,verizon,0.0,False
4,3,805,15.86,14.945,sprint,0.0,False
4,3,810,15.965,15.05,att,0.0,False
4,3,810,15.965,15.05,tmobile,0.0,False
4,3,810,15.965,15.05,verizon,0.0,False
4,3,810,15.965,15.05,sprint,0.0,False
4,3,815,16.069,15.154,att,0.0,False
4,3,815,16.069,15.154,tmobile,0.0,False
4,3,815,16.069,15.154,verizon,0.12,True
4,3,815,16.069,15.154,sprint,0.0,False
4,3,820,16.173,15.258,att,0.0,False
4,3,820,16.173,15.258,tmobile,0.0,False
4,3,820,16.173,15.258,verizon,0.04,True
4,3,820,16.173,15.258,sprint,0.04,True
4,3,825,16.278,15.363,att,0.0,False
4,3,825,16.278,15.363,tmobile,0.0,False
4,3,825,16.278,15.363,verizon,0.0,False
4,3,825,16.278,15.363,sprint,0.0,False
4,3,830,16.382,15.467,att,0.0,False
4,3,830,16.382,15.467,tmobile,0.0,False
4,3,830,16.382,15.467,verizon,0.0,False
4,3,830,16.382,15.467,sprint,0.0,False
4,3,835,16.486,15.571,att,0.0,False
4,3,835,16.486,15.571,tmobile,0.0,False
4,3,835,16.486,15.571,verizon,0.0,False
4,3,835,16.486,15.571,sprint,0.0,False
4,3,840,16.591,15.676,att,0.0,False
4,3,840,16.591,15.676,tmobile,0.0,False
4,3,840,16.591,15.676,verizon,0.04,True
4,3,840,16.591,15.676,sprint,0.0,False
4,3,845,16.695,15.78,att,0.0,False
4,3,845,16.695,15.78,tmobile,0.0,False
4,3,845,16.695,15.78,verizon,0.0,False
4,3,845,16.695,15.78,sprint,0.0,False
4,3,850,16.799,15.885,att,0.0,False
4,3,850,16.799,15.885,tmobile,0.0,False
4,3,850,16.799,15.885,verizon,0.0,False
4,3,850,16.799,15.885,sprint,0.0,False
4,3,855,16.904,15.989,att,0.0,False
4,3,855,16.904,15.989,tmobile,0.0,False
4,3,855,16.904,15.989,verizon,0.0,False
4,3,855,16.904,15.989,sprint,0.0,False
4,3,860,17.008,16.093,att,0.0,False
4,3,860,17.008,16.093,tmobile,0.0,False
4,3,860,17.008,16.093,verizon,0.0,False
4,3,860,17.008,16.093,sprint,0.0,False
4,3,865,17.112,16.198,att,0.0,False
4,3,865,17.112,16.198,tmobile,0.0,False
4,3,865,17.112,16.198,verizon,0.0,False
4,3,865,17.112,16.198,sprint,0.0,False
4,3,870,17.217,16.302,att,0.0,False
4,3,870,17.217,16.302,tmobile,0.0,False
4,3,870,17.217,16.302,verizon,0.0,False
4,3,870,17.217,16.302,sprint,0.0,False
4,3,875,17.321,16.406,att,0.0,False
4,3,875,17.321,16.406,tmobile,0.0,False
4,3,875,17.321,16.406,verizon,0.0,False
4,3,875,17.321,16.406,sprint,0.0,False
4,3,880,17.425,16.511,att,0.0,False
4,3,880,17.425,16.511,tmobile,0.0,False
4,3,880,17.425,16.511,verizon,0.0,False
4,3,880,17.425,16.511,sprint,0.0,False
4,3,885,17.53,16.615,att,0.0,False
4,3,885,17.53,16.615,tmobile,0.0,False
4,3,885,17.53,16.615,verizon,0.0,False
4,3,885,17.53,16.615,sprint,0.0,False
4,3,890,17.634,16.719,att,0.0,False
4,3,890,17.634,16.719,tmobile,0.0,False
4,3,890,17.634,16.719,verizon,0.0,False
4,3,890,17.634,16.719,sprint,0.0,False
4,3,895,17.739,16.824,att,0.0,False
4,3,895,17.739,16.824,tmobile,0.0,False
4,3,895,17.739,16.824,verizon,0.0,False
4,3,895,17.739,16.824,sprint,0.0,False
4,3,900,17.843,16.928,att,0.0,False
4,3,900,17.843,16.928,tmobile,0.0,False
4,3,900,17.843,16.928,verizon,0.0,False
4,3,900,17.843,16.928,sprint,0.0,False
4,3,905,17.947,17.032,att,0.0,False
4,3,905,17.947,17.032,tmobile,0.04,True
4,3,905,17.947,17.032,verizon,0.4,True
4,3,905,17.947,17.032,sprint,0.0,False
4,3,910,18.052,17.137,att,0.0,False
4,3,910,18.052,17.137,tmobile,0.0,False
4,3,910,18.052,17.137,verizon,0.28,True
4,3,910,18.052,17.137,sprint,0.04,True
4,3,915,18.156,17.241,att,0.0,False
4,3,915,18.156,17.241,tmobile,0.0,False
4,3,915,18.156,17.241,verizon,0.0,False
4,3,915,18.156,17.241,sprint,0.0,False
4,3,920,18.26,17.345,att,0.04,True
4,3,920,18.26,17.345,tmobile,0.0,False
4,3,920,18.26,17.345,verizon,0.0,False
4,3,920,18.26,17.345,sprint,0.0,False
4,3,925,18.365,17.45,att,0.0,False
4,3,925,18.365,17.45,tmobile,0.0,False
4,3,925,18.365,17.45,verizon,0.24,True
4,3,925,18.365,17.45,sprint,0.0,False
4,3,930,18.469,17.554,att,0.0,False
4,3,930,18.469,17.554,tmobile,0.0,False
4,3,930,18.469,17.554,verizon,0.04,True
4,3,930,18.469,17.554,sprint,0.0,False
4,3,935,18.573,17.658,att,0.0,False
4,3,935,18.573,17.658,tmobile,0.04,True
4,3,935,18.573,17.658,verizon,0.08,True
4,3,935,18.573,17.658,sprint,0.0,False
4,3,940,18.678,17.763,att,0.04,True
4,3,940,18.678,17.763,tmobile,0.0,False
4,3,940,18.678,17.763,verizon,0.0,False
4,3,940,18.678,17.763,sprint,0.0,False
4,3,945,18.782,17.867,att,0.0,False
4,3,945,18.782,17.867,tmobile,0.0,False
4,3,945,18.782,17.867,verizon,0.0,False
4,3,945,18.782,17.867,sprint,0.0,False
4,3,950,18.886,17.971,att,0.0,False
4,3,950,18.886,17.971,tmobile,0.0,False
4,3,950,18.886,17.971,verizon,0.0,False
4,3,950,18.886,17.971,sprint,0.0,False
4,3,955,18.991,18.076,att,0.0,False
4,3,955,18.991,18.076,tmobile,0.0,False
4,3,955,18.991,18.076,verizon,0.0,False
4,3,955,18.991,18.076,sprint,0.0,False
4,3,960,19.095,18.18,att,0.0,False
4,3,960,19.095,18.18,tmobile,0.0,False
4,3,960,19.095,18.18,verizon,0.0,False
4,3,960,19.095,18.18,sprint,0.0,False
4,3,965,19.199,18.284,att,0.0,False
4,3,965,19.199,18.284,tmobile,0.0,False
4,3,965,19.199,18.284,verizon,0.0,False
4,3,965,19.199,18.284,sprint,0.0,False
4,3,970,19.304,18.389,att,0.0,False
4,3,970,19.304,18.389,tmobile,0.0,False
4,3,970,19.304,18.389,verizon,0.0,False
4,3,970,19.304,18.389,sprint,0.0,False
4,3,975,19.408,18.493,att,0.0,False
4,3,975,19.408,18.493,tmobile,0.0,False
4,3,975,19.408,18.493,verizon,0.0,False
4,3,975,19.408,18.493,sprint,0.0,False
4,3,980,19.512,18.597,att,0.0,False
4,3,980,19.512,18.597,tmobile,0.0,False
4,3,980,19.512,18.597,verizon,0.0,False
4,3,980,19.512,18.597,sprint,0.0,False
4,3,985,19.617,18.702,att,0.0,False
4,3,985,19.617,18.702,tmobile,0.0,False
4,3,985,19.617,18.702,verizon,0.0,False
4,3,985,19.617,18.702,sprint,0.0,False
4,3,990,19.721,18.806,att,0.0,False
4,3,990,19.721,18.806,tmobile,0.0,False
4,3,990,19.721,18.806,verizon,0.08,True
4,3,990,19.721,18.806,sprint,0.0,False
4,3,995,19.825,18.911,att,0.0,False
4,3,995,19.825,18.911,tmobile,0.0,False
4,3,995,19.825,18.911,verizon,0.0,False
4,3,995,19.825,18.911,sprint,0.0,False
4,3,1000,19.93,19.015,att,0.0,False
4,3,1000,19.93,19.015,tmobile,0.0,False
4,3,1000,19.93,19.015,verizon,0.0,False
4,3,1000,19.93,19.015,sprint,0.08,True
5,4,45,0.0,-0.915,att,0.0,False
5,4,45,0.0,-0.915,tmobile,0.0,False
5,4,45,0.0,-0.915,verizon,0.0,False
5,4,45,0.0,-0.915,sprint,0.0,False
5,4,50,0.104,-0.811,att,0.0,False
5,4,50,0.104,-0.811,tmobile,0.0,False
5,4,50,0.104,-0.811,verizon,0.0,False
5,4,50,0.104,-0.811,sprint,0.0,False
5,4,55,0.209,-0.706,att,0.0,False
5,4,55,0.209,-0.706,tmobile,0.0,False
5,4,55,0.209,-0.706,verizon,0.0,False
5,4,55,0.209,-0.706,sprint,0.0,False
5,4,60,0.313,-0.602,att,0.0,False
5,4,60,0.313,-0.602,tmobile,0.0,False
5,4,60,0.313,-0.602,verizon,0.0,False
5,4,60,0.313,-0.602,sprint,0.0,False
5,4,65,0.417,-0.498,att,0.0,False
5,4,65,0.417,-0.498,tmobile,0.0,False
5,4,65,0.417,-0.498,verizon,0.0,False
5,4,65,0.417,-0.498,sprint,0.0,False
5,4,70,0.522,-0.393,att,0.0,False
5,4,70,0.522,-0.393,tmobile,0.0,False
5,4,70,0.522,-0.393,verizon,0.0,False
5,4,70,0.522,-0.393,sprint,0.0,False
5,4,75,0.626,-0.289,att,0.0,False
5,4,75,0.626,-0.289,tmobile,0.0,False
5,4,75,0.626,-0.289,verizon,0.0,False
5,4,75,0.626,-0.289,sprint,0.0,False
5,4,80,0.73,-0.184,att,0.0,False
5,4,80,0.73,-0.184,tmobile,0.0,False
5,4,80,0.73,-0.184,verizon,0.0,False
5,4,80,0.73,-0.184,sprint,0.0,False
5,4,85,0.835,-0.08,att,0.0,False
5,4,85,0.835,-0.08,tmobile,0.0,False
5,4,85,0.835,-0.08,verizon,0.0,False
5,4,85,0.835,-0.08,sprint,0.0,False
5,4,90,0.939,0.024,att,0.0,False
5,4,90,0.939,0.024,tmobile,0.0,False
5,4,90,0.939,0.024,verizon,0.0,False
5,4,90,0.939,0.024,sprint,0.0,False
5,4,95,1.043,0.129,att,0.0,False
5,4,95,1.043,0.129,tmobile,0.037,True
5,4,95,1.043,0.129,verizon,0.037,True
5,4,95,1.043,0.129,sprint,0.037,True
5,4,100,1.148,0.233,att,0.037,True
5,4,100,1.148,0.233,tmobile,0.037,True
5,4,100,1.148,0.233,verizon,0.0741,True
5,4,100,1.148,0.233,sprint,0.0,False
5,4,105,1.252,0.337,att,0.037,True
5,4,105,1.252,0.337,tmobile,0.037,True
5,4,105,1.252,0.337,verizon,0.0,False
5,4,105,1.252,0.337,sprint,0.0,False
5,4,110,1.356,0.442,att,0.0,False
5,4,110,1.356,0.442,tmobile,0.0,False
5,4,110,1.356,0.442,verizon,0.0,False
5,4,110,1.356,0.442,sprint,0.0,False
5,4,115,1.461,0.546,att,0.0,False
5,4,115,1.461,0.546,tmobile,0.037,True
5,4,115,1.461,0.546,verizon,0.0,False
5,4,115,1.461,0.546,sprint,0.0,False
5,4,120,1.565,0.65,att,0.0,False
5,4,120,1.565,0.65,tmobile,0.0741,True
5,4,120,1.565,0.65,verizon,0.1111,True
5,4,120,1.565,0.65,sprint,0.0,False
5,4,125,1.67,0.755,att,0.0,False
5,4,125,1.67,0.755,tmobile,0.037,True
5,4,125,1.67,0.755,verizon,0.0,False
5,4,125,1.67,0.755,sprint,0.0,False
5,4,130,1.774,0.859,att,0.0,False
5,4,130,1.774,0.859,tmobile,0.037,True
5,4,130,1.774,0.859,verizon,0.037,True
5,4,130,1.774,0.859,sprint,0.0,False
5,4,135,1.878,0.963,att,0.0,False
5,4,135,1.878,0.963,tmobile,0.037,True
5,4,135,1.878,0.963,verizon,0.037,True
5,4,135,1.878,0.963,sprint,0.0,False
5,4,140,1.983,1.068,att,0.0,False
5,4,140,1.983,1.068,tmobile,0.0,False
5,4,140,1.983,1.068,verizon,0.1111,True
5,4,140,1.983,1.068,sprint,0.0,False
5,4,145,2.087,1.172,att,0.0,False
5,4,145,2.087,1.172,tmobile,0.0,False
5,4,145,2.087,1.172,verizon,0.0,False
5,4,145,2.087,1.172,sprint,0.0,False
5,4,150,2.191,1.276,att,0.0,False
5,4,150,2.191,1.276,tmobile,0.0,False
5,4,150,2.191,1.276,verizon,0.037,True
5,4,150,2.191,1.276,sprint,0.0,False
5,4,155,2.296,1.381,att,0.0,False
5,4,155,2.296,1.381,tmobile,0.0,False
5,4,155,2.296,1.381,verizon,0.0,False
5,4,155,2.296,1.381,sprint,0.0,False
5,4,160,2.4,1.485,att,0.037,True
5,4,160,2.4,1.485,tmobile,0.0,False
5,4,160,2.4,1.485,verizon,0.037,True
5,4,160,2.4,1.485,sprint,0.037,True
5,4,165,2.504,1.589,att,0.0,False
5,4,165,2.504,1.589,tmobile,0.037,True
5,4,165,2.504,1.589,verizon,0.037,True
5,4,165,2.504,1.589,sprint,0.0,False
5,4,170,2.609,1.694,att,0.0,False
5,4,170,2.609,1.694,tmobile,0.0,False
5,4,170,2.609,1.694,verizon,0.0,False
5,4,170,2.609,1.694,sprint,0.037,True
5,4,175,2.713,1.798,att,0.0,False
5,4,175,2.713,1.798,tmobile,0.037,True
5,4,175,2.713,1.798,verizon,0.037,True
5,4,175,2.713,1.798,sprint,0.0,False
5,4,180,2.817,1.902,att,0.0,False
5,4,180,2.817,1.902,tmobile,0.0,False
5,4,180,2.817,1.902,verizon,0.0,False
5,4,180,2.817,1.902,sprint,0.0,False
5,4,185,2.922,2.007,att,0.037,True
5,4,185,2.922,2.007,tmobile,0.0,False
5,4,185,2.922,2.007,verizon,0.0741,True
5,4,185,2.922,2.007,sprint,0.0,False
5,4,190,3.026,2.111,att,0.0,False
5,4,190,3.026,2.111,tmobile,0.0,False
5,4,190,3.026,2.111,verizon,0.1852,True
5,4,190,3.026,2.111,sprint,0.0,False
5,4,195,3.13,2.215,att,0.0,False
5,4,195,3.13,2.215,tmobile,0.0,False
5,4,195,3.13,2.215,verizon,0.037,True
5,4,195,3.13,2.215,sprint,0.0,False
5,4,200,3.235,2.32,att,0.0,False
5,4,200,3.235,2.32,tmobile,0.0,False
5,4,200,3.235,2.32,verizon,0.037,True
5,4,200,3.235,2.32,sprint,0.0,False
5,4,205,3.339,2.424,att,0.0,False
5,4,205,3.339,2.424,tmobile,0.0,False
5,4,205,3.339,2.424,verizon,0.0,False
5,4,205,3.339,2.424,sprint,0.0,False
5,4,210,3.443,2.528,att,0.0,False
5,4,210,3.443,2.528,tmobile,0.0,False
5,4,210,3.443,2.528,verizon,0.2222,True
5,4,210,3.443,2.528,sprint,0.0,False
5,4,215,3.548,2.633,att,0.2222,True
5,4,215,3.548,2.633,tmobile,0.037,True
5,4,215,3.548,2.633,verizon,0.037,True
5,4,215,3.548,2.633,sprint,0.0,False
5,4,220,3.652,2.737,att,0.0,False
5,4,220,3.652,2.737,tmobile,0.0,False
5,4,220,3.652,2.737,verizon,0.0,False
5,4,220,3.652,2.737,sprint,0.0,False
5,4,225,3.756,2.842,att,0.0,False
5,4,225,3.756,2.842,tmobile,0.037,True
5,4,225,3.756,2.842,verizon,0.0,False
5,4,225,3.756,2.842,sprint,0.0,False
5,4,230,3.861,2.946,att,0.0,False
5,4,230,3.861,2.946,tmobile,0.037,True
5,4,230,3.861,2.946,verizon,0.0,False
5,4,230,3.861,2.946,sprint,0.037,True
5,4,235,3.965,3.05,att,0.0,False
5,4,235,3.965,3.05,tmobile,0.037,True
5,4,235,3.965,3.05,verizon,0.0741,True
5,4,235,3.965,3.05,sprint,0.0,False
5,4,240,4.069,3.155,att,0.0,False
5,4,240,4.069,3.155,tmobile,0.0,False
5,4,240,4.069,3.155,verizon,0.0,False
5,4,240,4.069,3.155,sprint,0.0,False
5,4,245,4.174,3.259,att,0.0,False
5,4,245,4.174,3.259,tmobile,0.0,False
5,4,245,4.174,3.259,verizon,0.0,False
5,4,245,4.174,3.259,sprint,0.037,True
5,4,250,4.278,3.363,att,0.0,False
5,4,250,4.278,3.363,tmobile,0.1481,True
5,4,250,4.278,3.363,verizon,0.037,True
5,4,250,4.278,3.363,sprint,0.037,True
5,4,255,4.382,3.468,att,0.0,False
5,4,255,4.382,3.468,tmobile,0.0,False
5,4,255,4.382,3.468,verizon,0.037,True
5,4,255,4.382,3.468,sprint,0.0,False
5,4,260,4.487,3.572,att,0.0,False
5,4,260,4.487,3.572,tmobile,0.037,True
5,4,260,4.487,3.572,verizon,0.0,False
5,4,260,4.487,3.572,sprint,0.0,False
5,4,265,4.591,3.676,att,0.0,False
5,4,265,4.591,3.676,tmobile,0.037,True
5,4,265,4.591,3.676,verizon,0.0,False
5,4,265,4.591,3.676,sprint,0.0,False
5,4,270,4.695,3.781,att,0.0,False
5,4,270,4.695,3.781,tmobile,0.0,False
5,4,270,4.695,3.781,verizon,0.037,True
5,4,270,4.695,3.781,sprint,0.0,False
5,4,275,4.8,3.885,att,0.037,True
5,4,275,4.8,3.885,tmobile,0.0,False
5,4,275,4.8,3.885,verizon,0.0,False
5,4,275,4.8,3.885,sprint,0.0,False
5,4,280,4.904,3.989,att,0.0,False
5,4,280,4.904,3.989,tmobile,0.0,False
5,4,280,4.904,3.989,verizon,0.0,False
5,4,280,4.904,3.989,sprint,0.0,False
5,4,285,5.009,4.094,att,0.0,False
5,4,285,5.009,4.094,tmobile,0.0,False
5,4,285,5.009,4.094,verizon,0.0,False
5,4,285,5.009,4.094,sprint,0.037,True
5,4,290,5.113,4.198,att,0.1481,True
5,4,290,5.113,4.198,tmobile,0.037,True
5,4,290,5.113,4.198,verizon,0.037,True
5,4,290,5.113,4.198,sprint,0.0,False
5,4,295,5.217,4.302,att,0.0,False
5,4,295,5.217,4.302,tmobile,0.0741,True
5,4,295,5.217,4.302,verizon,0.0741,True
5,4,295,5.217,4.302,sprint,0.0,False
5,4,300,5.322,4.407,att,0.0,False
5,4,300,5.322,4.407,tmobile,0.037,True
5,4,300,5.322,4.407,verizon,0.037,True
5,4,300,5.322,4.407,sprint,0.037,True
5,4,305,5.426,4.511,att,0.0,False
5,4,305,5.426,4.511,tmobile,0.037,True
5,4,305,5.426,4.511,verizon,0.1111,True
5,4,305,5.426,4.511,sprint,0.0,False
5,4,310,5.53,4.615,att,0.0,False
5,4,310,5.53,4.615,tmobile,0.0,False
5,4,310,5.53,4.615,verizon,0.037,True
5,4,310,5.53,4.615,sprint,0.0,False
5,4,315,5.635,4.72,att,0.0,False
5,4,315,5.635,4.72,tmobile,0.0741,True
5,4,315,5.635,4.72,verizon,0.0,False
5,4,315,5.635,4.72,sprint,0.037,True
5,4,320,5.739,4.824,att,0.0,False
5,4,320,5.739,4.824,tmobile,0.037,True
5,4,320,5.739,4.824,verizon,0.037,True
5,4,320,5.739,4.824,sprint,0.0,False
5,4,325,5.843,4.928,att,0.037,True
5,4,325,5.843,4.928,tmobile,0.0,False
5,4,325,5.843,4.928,verizon,0.0741,True
5,4,325,5.843,4.928,sprint,0.0,False
5,4,330,5.948,5.033,att,0.0,False
5,4,330,5.948,5.033,tmobile,0.0,False
5,4,330,5.948,5.033,verizon,0.0,False
5,4,330,5.948,5.033,sprint,0.0,False
5,4,335,6.052,5.137,att,0.0,False
5,4,335,6.052,5.137,tmobile,0.0,False
5,4,335,6.052,5.137,verizon,0.0,False
5,4,335,6.052,5.137,sprint,0.0,False
5,4,340,6.156,5.241,att,0.0,False
5,4,340,6.156,5.241,tmobile,0.0,False
5,4,340,6.156,5.241,verizon,0.0,False
5,4,340,6.156,5.241,sprint,0.0,False
5,4,345,6.261,5.346,att,0.0,False
5,4,345,6.261,5.346,tmobile,0.0,False
5,4,345,6.261,5.346,verizon,0.0,False
5,4,345,6.261,5.346,sprint,0.0,False
5,4,350,6.365,5.45,att,0.0,False
5,4,350,6.365,5.45,tmobile,0.0,False
5,4,350,6.365,5.45,verizon,0.0,False
5,4,350,6.365,5.45,sprint,0.0,False
5,4,355,6.469,5.554,att,0.0,False
5,4,355,6.469,5.554,tmobile,0.0741,True
5,4,355,6.469,5.554,verizon,0.0,False
5,4,355,6.469,5.554,sprint,0.0,False
5,4,360,6.574,5.659,att,0.0,False
5,4,360,6.574,5.659,tmobile,0.0741,True
5,4,360,6.574,5.659,verizon,0.037,True
5,4,360,6.574,5.659,sprint,0.0,False
5,4,365,6.678,5.763,att,0.0,False
5,4,365,6.678,5.763,tmobile,0.037,True
5,4,365,6.678,5.763,verizon,0.037,True
5,4,365,6.678,5.763,sprint,0.0,False
5,4,370,6.782,5.867,att,0.0,False
5,4,370,6.782,5.867,tmobile,0.037,True
5,4,370,6.782,5.867,verizon,0.0,False
5,4,370,6.782,5.867,sprint,0.0,False
5,4,375,6.887,5.972,att,0.0,False
5,4,375,6.887,5.972,tmobile,0.0741,True
5,4,375,6.887,5.972,verizon,0.037,True
5,4,375,6.887,5.972,sprint,0.0,False
5,4,380,6.991,6.076,att,0.0,False
5,4,380,6.991,6.076,tmobile,0.037,True
5,4,380,6.991,6.076,verizon,0.0,False
5,4,380,6.991,6.076,sprint,0.0,False
5,4,385,7.095,6.181,att,0.0,False
5,4,385,7.095,6.181,tmobile,0.0,False
5,4,385,7.095,6.181,verizon,0.0,False
5,4,385,7.095,6.181,sprint,0.0,False
5,4,390,7.2,6.285,att,0.0,False
5,4,390,7.2,6.285,tmobile,0.0,False
5,4,390,7.2,6.285,verizon,0.0,False
5,4,390,7.2,6.285,sprint,0.0,False
5,4,395,7.304,6.389,att,0.0,False
5,4,395,7.304,6.389,tmobile,0.0,False
5,4,395,7.304,6.389,verizon,0.037,True
5,4,395,7.304,6.389,sprint,0.0,False
5,4,400,7.408,6.494,att,0.0,False
5,4,400,7.408,6.494,tmobile,0.0741,True
5,4,400,7.408,6.494,verizon,0.1111,True
5,4,400,7.408,6.494,sprint,0.0,False
5,4,405,7.513,6.598,att,0.0,False
5,4,405,7.513,6.598,tmobile,0.0,False
5,4,405,7.513,6.598,verizon,0.0,False
5,4,405,7.513,6.598,sprint,0.0,False
5,4,410,7.617,6.702,att,0.0,False
5,4,410,7.617,6.702,tmobile,0.037,True
5,4,410,7.617,6.702,verizon,0.0,False
5,4,410,7.617,6.702,sprint,0.0,False
5,4,415,7.721,6.807,att,0.0,False
5,4,415,7.721,6.807,tmobile,0.0,False
5,4,415,7.721,6.807,verizon,0.037,True
5,4,415,7.721,6.807,sprint,0.0,False
5,4,420,7.826,6.911,att,0.0,False
5,4,420,7.826,6.911,tmobile,0.0,False
5,4,420,7.826,6.911,verizon,0.0,False
5,4,420,7.826,6.911,sprint,0.0,False
5,4,425,7.93,7.015,att,0.0,False
5,4,425,7.93,7.015,tmobile,0.1481,True
5,4,425,7.93,7.015,verizon,0.037,True
5,4,425,7.93,7.015,sprint,0.0,False
5,4,430,8.035,7.12,att,0.0,False
5,4,430,8.035,7.12,tmobile,0.0741,True
5,4,430,8.035,7.12,verizon,0.3704,True
5,4,430,8.035,7.12,sprint,0.0,False
5,4,435,8.139,7.224,att,0.0,False
5,4,435,8.139,7.224,tmobile,0.0,False
5,4,435,8.139,7.224,verizon,0.0,False
5,4,435,8.139,7.224,sprint,0.0,False
5,4,440,8.243,7.328,att,0.0,False
5,4,440,8.243,7.328,tmobile,0.0,False
5,4,440,8.243,7.328,verizon,0.0,False
5,4,440,8.243,7.328,sprint,0.0,False
5,4,445,8.348,7.433,att,0.0,False
5,4,445,8.348,7.433,tmobile,0.0,False
5,4,445,8.348,7.433,verizon,0.0,False
5,4,445,8.348,7.433,sprint,0.0,False
